customer_id,baseline_sessions_30d,tenure_months,digital_transaction_share,support_tickets_90d,estimated_cate,aipw_pseudo_outcome,effect_decile,engagement_band,tenure_band
1048,3.7,26.1,0.471,2,0.08107020744198454,-0.7354862771932533,7,low,established
1049,0.0,17.0,0.325,1,0.025163960474762912,-0.8866628292794688,4,low,new
1050,20.2,16.5,0.845,1,0.11151551190709014,-0.4429011032527528,8,high,new
1051,5.1,33.0,0.63,4,0.10162444630637431,0.37319210494848476,7,low,established
1052,13.8,20.8,0.983,0,0.01910738589342498,-0.4129824641682901,4,high,established
1053,12.6,24.8,0.99,1,-0.047317860318239445,0.6158571895523579,2,high,established
1054,19.5,6.6,0.773,0,-0.11099283448509185,-0.5307782017012368,1,high,new
1055,17.1,1.0,0.735,0,0.08650996628104339,0.9014479139670395,7,high,new
1056,7.7,32.0,0.483,0,0.07478440519241673,-0.6250293975184029,6,medium,established
1057,3.0,1.0,0.313,0,0.18134419055745443,0.3989076055760225,10,low,new
1058,16.5,12.1,0.99,0,0.17762754280617998,0.7537532376455272,10,high,new
1059,5.6,24.9,0.737,2,0.07160089447830983,-0.8048825129014718,6,low,established
1060,10.0,36.9,0.48,4,0.09612821804913821,0.4172951934187219,7,medium,established
1061,3.0,45.8,0.618,2,0.028920527003389953,0.469228287928718,4,low,established
1062,10.4,7.7,0.731,0,0.13745103970274808,0.9540169469129126,9,medium,new
1063,17.3,43.3,0.721,1,0.06528109691918525,0.9052350623445612,6,high,established
1064,7.4,28.2,0.477,3,-0.08783629420358825,-0.39974930640205564,1,medium,established
1065,2.5,66.2,0.457,0,-0.01754515984958421,0.5718760529789242,3,low,long_tenure
1066,3.8,5.0,0.42,0,0.13728407726260344,0.7309646188519632,9,low,new
1067,4.1,74.0,0.642,3,0.1036166368655703,0.5415239315173872,8,low,long_tenure
1068,9.2,31.5,0.592,0,-0.007105840654992237,0.610971317428742,3,medium,established
1069,15.3,15.3,0.677,0,0.007694996511689061,0.7125570956556622,4,high,new
1070,6.4,38.8,0.483,0,-0.035438681806443,0.6893435363456553,2,medium,established
1071,1.0,22.9,0.459,0,0.13722117278573287,2.2341057006948404,9,low,established
1072,12.2,41.1,0.658,3,-0.02420948849206557,-1.4301651093294887,3,high,established
1073,6.8,59.2,0.418,0,0.01987948972272143,-0.6164789841531904,4,medium,long_tenure
1074,10.9,36.1,0.289,1,0.0002070793969439642,-1.113598245022762,3,medium,established
1075,4.6,35.6,0.542,0,0.05004139215264269,0.5512589033618851,5,low,established
1076,8.9,54.3,0.505,0,0.09506220083023655,-0.6738012625975852,7,medium,long_tenure
1077,9.1,50.1,0.588,1,0.023479786441558948,-0.8307695794390101,4,medium,long_tenure
1078,8.9,62.5,0.495,1,0.004381614743671828,1.559233385948376,3,medium,long_tenure
1079,12.0,31.6,0.681,4,0.08663332824512067,-0.8212036913041978,7,medium,established
1080,11.0,63.2,0.418,0,-0.08345835112310687,0.8837835503178377,1,medium,long_tenure
1081,11.2,16.8,0.867,2,0.24044156907392122,0.860603571887262,10,medium,new
1082,6.8,1.0,0.533,2,0.09384599537870127,0.584695834606664,7,medium,new
1083,5.8,19.8,0.497,0,-0.034259064543146124,0.39612295149687893,2,low,established
1084,4.6,5.6,0.379,0,-0.06856982013970957,0.4184975552682757,2,low,new
1085,9.1,41.5,0.353,1,0.031015433779345986,-0.966436188699066,5,medium,established
1086,9.2,41.0,0.404,3,-0.08202896429525604,0.38146333025654355,1,medium,established
1087,6.9,32.2,0.288,3,0.020116437575155858,0.43965571277768845,4,medium,established
1088,3.0,19.1,0.419,1,-0.0132000563364077,0.37088470817420277,3,low,established
1089,4.8,49.9,0.631,1,0.08381697810975137,-0.7147970041599985,7,low,long_tenure
1090,10.0,54.1,0.594,0,0.0008926267378326858,-0.6283518820609753,3,medium,long_tenure
1091,19.7,39.3,0.99,0,0.030574072662953526,-0.42110496171653733,4,high,established
1092,3.5,22.7,0.472,2,0.0339259655851346,-0.49337055322890855,5,low,established
1093,18.9,1.0,0.713,0,0.21391109642682243,1.3327684478365014,10,high,new
1094,15.3,28.4,0.842,1,0.11309525272011067,1.0104327645923528,8,high,established
1095,4.1,49.0,0.604,3,-0.015716175153160702,0.3713495239043768,3,low,long_tenure
1096,9.3,81.9,0.628,2,-0.10677344234238874,0.8113007839856177,1,medium,long_tenure
1097,18.5,28.5,0.883,1,0.1555667748407272,0.3983533202588936,9,high,established
1098,3.6,36.4,0.306,1,0.08035442586078366,0.31410089967015753,7,low,established
1099,1.6,22.6,0.322,0,0.06363361983285123,-0.8312286874409625,6,low,established
1100,20.6,1.0,0.846,0,0.19082232974502053,-0.6819275556910159,10,high,new
1101,14.2,16.3,0.838,1,0.011856727479267736,0.8247193762441992,4,high,new
1102,11.1,69.5,0.761,0,-0.09123847414674444,-0.4770798343343441,1,medium,long_tenure
1103,0.4,20.4,0.459,0,0.10178216974908662,0.33902223150102884,7,low,established
1104,5.6,19.8,0.371,1,0.14270392401476614,0.4941378703500139,9,low,established
1105,17.0,4.4,0.99,1,0.011185391974823166,-0.5844043853771653,4,high,new
1106,6.9,10.0,0.479,3,0.08928701923408115,0.4167232663861669,7,medium,new
1107,20.0,38.1,0.751,0,0.12273294367284625,-0.5064260154176843,8,high,established
1108,5.8,84.5,0.283,0,0.07377977382629605,-2.5399322356253635,6,low,long_tenure
1109,5.9,22.0,0.284,0,0.031132414328784705,0.4561271772106026,5,low,established
1110,12.3,19.4,0.965,0,-0.033662009225652746,-1.3388357516723914,2,high,established
1111,12.3,4.2,0.99,0,0.06666116934845841,-1.4896256707659585,6,high,new
1112,6.4,69.7,0.457,2,-0.0015661653252003048,-0.7429485480823639,3,medium,long_tenure
1113,10.1,52.1,0.662,3,0.0029429673589393963,1.3371786213324723,3,medium,long_tenure
1114,9.0,3.6,0.498,1,0.07390232866392538,1.188530144663859,6,medium,new
1115,9.5,27.6,0.583,0,0.09018873870211683,-1.078004073005632,7,medium,established
1116,15.0,22.5,0.99,0,0.07970880235417371,-0.466139643433364,7,high,established
1117,16.8,22.3,0.99,0,-0.05717442041822495,0.835219650874452,2,high,established
1118,7.0,41.7,0.484,0,0.09879235031764778,0.6214576348126979,7,medium,established
1119,18.1,40.4,0.95,1,0.043788062942292406,1.3596764619216108,5,high,established
1120,4.0,19.2,0.393,0,0.025692984283475506,-0.9162361581197966,4,low,established
1121,9.2,39.1,0.68,4,0.16871788708032798,-0.47100047297367476,9,medium,established
1122,15.7,17.0,0.753,0,-0.03325118042265191,-0.6680871991187828,2,high,new
1123,3.9,14.4,0.415,0,0.3382148550075642,-1.4681771191238888,10,low,new
1124,15.1,19.2,0.959,0,-0.05539153844268903,-1.831188099691646,2,high,established
1125,7.7,70.1,0.795,0,-0.06002531150687728,0.9866622073560645,2,medium,long_tenure
1126,7.9,33.6,0.537,5,0.07778254265317074,0.444986466584018,6,medium,established
1127,4.9,51.4,0.746,0,0.20736184605467983,0.9799852676017247,10,low,long_tenure
1128,11.3,25.4,0.568,2,0.054814254462177095,0.6646083245450792,6,medium,established
1129,10.4,25.5,0.699,3,0.12413153068132095,0.41817842075393896,8,medium,established
1130,9.6,11.9,0.342,0,0.003988303679754342,0.6159574131760746,3,medium,new
1131,5.5,25.8,0.51,1,-0.03175405609598525,-1.0965045501374848,2,low,established
1132,6.9,67.0,0.63,0,-0.01034812699467002,1.5470331078884276,3,medium,long_tenure
1133,14.3,27.8,0.77,1,0.076312130789431,0.9569699160093715,6,high,established
1134,4.6,11.7,0.413,1,0.117057941074941,0.37415488443322525,8,low,new
1135,6.0,15.1,0.575,1,0.08821815265800775,0.6081495586185741,7,low,new
1136,7.3,80.7,0.528,0,0.06367228126888418,0.712793547367002,6,medium,long_tenure
1137,4.0,60.0,0.477,0,0.04169489353681092,-0.522494572944119,5,low,long_tenure
1138,6.0,62.4,0.684,1,-0.07358138955057472,0.689781418480381,1,low,long_tenure
1139,16.0,13.9,0.715,1,0.14672306048796183,-1.077598721827464,9,high,new
1140,11.0,44.6,0.762,4,0.13712365530134654,-0.7634186224546657,9,medium,established
1141,4.0,76.1,0.809,2,0.08417323781711285,-1.705726032463582,7,low,long_tenure
1142,5.2,35.4,0.544,1,-0.12622722145821136,0.36676401765150535,1,low,established
1143,5.1,22.3,0.429,2,0.021493920332594025,0.44376980976617464,4,low,established
1144,3.3,11.5,0.613,0,0.11649749666396228,0.49475207658927267,8,low,new
1145,6.4,85.1,0.788,1,0.10126424673093871,0.8652091464845034,7,medium,long_tenure
1146,6.0,72.3,0.581,0,-0.07853742388386736,0.651557317914701,1,low,long_tenure
1147,4.9,16.5,0.588,1,0.024611515193974642,1.9680626799594922,4,low,new
1148,7.5,39.1,0.33,0,0.1346252392590315,-0.8209553563212297,9,medium,established
1149,11.2,55.6,0.618,1,0.09491997015671658,0.8497114114469709,7,medium,long_tenure
1150,1.5,38.9,0.233,1,0.146244662250818,-0.9921993265534486,9,low,established
1151,15.5,33.7,0.916,1,0.11372766621485399,-0.4806633268271677,8,high,established
1152,0.0,10.9,0.398,0,0.05309041406131376,2.7506649666112626,5,low,new
1153,16.3,23.0,0.85,0,-0.02444225495213872,-0.3691070124774773,3,high,established
1154,17.6,25.4,0.882,1,0.08999218592336079,-0.5013053728607615,7,high,established
1155,13.2,62.4,0.526,3,-0.10414275336802789,-1.1689643864257242,1,high,long_tenure
1156,11.2,7.1,0.905,1,0.06665720525589144,-1.6164016482154744,6,medium,new
1157,13.1,33.2,0.99,0,0.1625794080543787,1.2180697850509619,9,high,established
1158,16.4,16.2,0.783,0,0.017585597306158315,-0.6689402141253751,4,high,new
1159,3.6,47.1,0.735,2,0.21189919218565656,0.8264775287166664,10,low,established
1160,5.0,20.6,0.454,0,-0.07146646719188027,0.3658291107947125,1,low,established
1161,17.7,16.0,0.941,0,0.05116385571247198,-0.37168024683072787,5,high,new
1162,5.5,18.3,0.587,2,0.20469335993654228,-0.7842300915584571,10,low,established
1163,4.9,25.7,0.351,1,0.0786746652461481,-0.6825744641381878,7,low,established
1164,12.7,27.5,0.949,0,0.16320404386659126,0.6154026768742709,9,high,established
1165,19.7,18.9,0.957,0,0.03270175175583509,0.38338632292745545,5,high,established
1166,5.1,15.5,0.342,0,0.12132794133025972,-0.8538588729156046,8,low,new
1167,2.8,20.2,0.283,1,0.07247347893955783,2.787094213565299,6,low,established
1168,5.7,30.9,0.599,2,0.03949533039829,0.5702952632973814,5,low,established
1169,5.6,24.6,0.513,0,-0.025249870270285243,0.42052683667384233,3,low,established
1170,19.7,29.3,0.99,0,-0.03023337002709819,0.5860717561837906,2,high,established
1171,5.9,65.3,0.772,0,-0.048811466388206014,-0.46530962959949035,2,low,long_tenure
1172,3.3,5.2,0.471,0,0.12133184923926232,0.4759408873521204,8,low,new
1173,14.0,9.3,0.871,2,0.20767676481480746,0.9894737470229467,10,high,new
1174,8.7,24.0,0.43,1,-0.05510689833391895,-0.9667742301069435,2,medium,established
1175,2.8,75.5,0.503,2,-0.0807290443233143,2.5239244522841204,1,low,long_tenure
1176,8.0,37.6,0.355,1,-0.044691752037275365,0.5138033658824135,2,medium,established
1177,7.0,83.3,0.634,0,-0.12482851039775585,-0.46968950006227383,1,medium,long_tenure
1178,7.8,63.6,0.611,0,-0.01367738610233137,0.7160005042019537,3,medium,long_tenure
1179,15.1,25.2,0.91,1,-0.005669428247295203,1.4174647513839196,3,high,established
1180,16.6,1.0,0.749,0,0.09485126969397221,-1.608695557546059,7,high,new
1181,2.5,27.2,0.303,0,0.039964646988339785,0.2979190137484997,5,low,established
1182,18.9,3.1,0.985,0,0.11936093710358908,-0.4650981396925179,8,high,new
1183,19.0,15.2,0.808,0,0.05038644080253342,0.5358998396653807,5,high,new
1184,13.3,52.4,0.826,0,0.03507704092490341,-0.5277940983269958,5,high,long_tenure
1185,17.8,19.6,0.91,3,-0.031090299464074135,1.6667424516021563,2,high,established
1186,3.5,11.6,0.328,0,0.08402298258423395,0.35900227527054807,7,low,new
1187,8.1,66.9,0.762,0,0.10100738572020922,-0.4669275005931228,7,medium,long_tenure
1188,8.6,15.8,0.292,1,0.23744118570796202,0.44387048232630044,10,medium,new
1189,14.2,4.5,0.9,0,0.03801336301977457,-0.35142067436782815,5,high,new
1190,11.5,56.2,0.508,3,-0.18791327411651887,0.6218554708685735,1,medium,long_tenure
1191,9.2,74.8,0.657,0,-0.16958165626307242,-0.5813449181995954,1,medium,long_tenure
1192,7.5,66.1,0.585,0,-0.16091706285790258,-2.9886604702512356,1,medium,long_tenure
1193,5.5,17.3,0.427,2,0.20786354283474331,2.1042344344551775,10,low,new
1194,5.2,18.3,0.564,0,0.005201061169338101,0.5437773477602206,3,low,established
1195,1.4,40.5,0.354,0,-0.012207171206009317,2.729745917021619,3,low,established
1196,14.4,19.7,0.823,2,-0.04019169732227054,0.6279695330953371,2,high,established
1197,13.2,1.0,0.865,1,0.24700806922220006,-1.0947698792796894,10,high,new
1198,8.3,60.1,0.752,5,-0.0016274487595482302,-0.6805518882481774,3,medium,long_tenure
1199,19.6,18.2,0.89,0,0.010535116264165095,-0.3611848487965873,4,high,established
1200,6.1,26.1,0.566,0,0.007926161577826482,-1.1585719774069532,4,medium,established
1201,5.1,44.0,0.571,1,-0.003969799019315669,-0.9108647886018295,3,low,established
1202,8.3,36.6,0.721,1,0.049963805161927756,0.5399793036186782,5,medium,established
1203,5.1,31.0,0.475,1,0.04931422638051451,-1.0087623179850385,5,low,established
1204,11.0,25.9,0.651,1,0.09681079125212853,-0.7080028618434091,7,medium,established
1205,14.2,1.2,0.742,1,0.09130705138707725,0.8099768426247301,7,high,new
1206,12.7,19.4,0.726,0,0.021158828622135566,1.2288519237413444,4,high,established
1207,8.8,48.2,0.708,1,0.10408988395973551,0.8295776674813692,8,medium,long_tenure
1208,9.5,54.2,0.756,1,-0.005887697125890499,-0.5070172782786316,3,medium,long_tenure
1209,16.6,7.3,0.99,0,0.07109150356965317,-1.5080627836003289,6,high,new
1210,5.6,76.7,0.477,0,0.2569916659978453,-0.6119390502957898,10,low,long_tenure
1211,9.2,16.5,0.483,0,0.07115862442115777,-1.183236725218017,6,medium,new
1212,4.2,17.1,0.317,1,0.12265106354228839,-0.9854529665032965,8,low,new
1213,9.5,26.5,0.509,2,-0.049277367024460596,-0.7637537220775845,2,medium,established
1214,6.2,61.2,0.585,0,-0.1595052220028723,0.6249566659871447,1,medium,long_tenure
1215,19.0,1.0,0.942,1,0.059134793228308995,1.6237549250486443,6,high,new
1216,10.5,24.5,0.517,6,-0.07326027972543314,-0.3288444979612344,1,medium,established
1217,8.8,64.8,0.644,0,-0.16674392692389495,-0.46516206864767606,1,medium,long_tenure
1218,5.9,33.7,0.682,0,0.10480139663267325,-0.8813325834597756,8,low,established
1219,12.0,44.9,0.714,5,0.09687521556662144,0.6572400692241949,7,medium,established
1220,18.0,38.1,0.976,1,0.03052202740948268,-0.6223101166564132,4,high,established
1221,18.7,34.1,0.95,1,0.01562503280482904,0.7186716425508201,4,high,established
1222,16.1,27.0,0.884,1,0.20114128628112193,1.4376465684759734,10,high,established
1223,4.3,20.2,0.367,0,0.14036457643214517,-1.172984514973055,9,low,established
1224,8.5,23.5,0.649,2,0.00927185094808647,-0.84344025911989,4,medium,established
1225,22.2,16.2,0.784,0,0.0753731223466445,-0.3303210883815732,6,high,new
1226,3.0,29.0,0.443,2,0.12321438933943649,0.44822992503383396,8,low,established
1227,4.8,71.9,0.522,1,0.14283870057818912,0.550752061365456,9,low,long_tenure
1228,7.0,69.5,0.635,0,-0.1310372123351546,1.8736167004707558,1,medium,long_tenure
1229,3.1,20.5,0.314,0,0.06108728900737448,-0.9889936927533068,6,low,established
1230,19.4,25.4,0.856,0,-0.03688553833530387,-1.4517227218488773,2,high,established
1231,12.3,31.1,0.826,0,0.06663701628629787,1.0522198211447478,6,high,established
1232,7.5,41.6,0.502,0,0.09648116108278382,1.288041506677661,7,medium,established
1233,16.5,15.6,0.89,1,0.09358950174849993,0.7236656471962717,7,high,new
1234,12.4,21.0,0.323,7,0.03016711391065001,-0.22395838120106779,4,high,established
1235,17.9,5.7,0.702,1,0.04526606732923817,-0.5703565687365532,5,high,new
1236,20.4,7.8,0.988,0,-0.04420946937876479,1.6025853339040452,2,high,new
1237,16.9,19.1,0.916,0,0.018708762002896225,-0.4393330991743785,4,high,established
1238,7.5,68.2,0.56,0,-0.23583206910881824,0.6375639272500938,1,medium,long_tenure
1239,18.3,1.0,0.99,2,0.15174593370179196,-0.6862616229041559,9,high,new
1240,12.3,10.0,0.83,0,0.11493456805805578,0.7954448256656277,8,high,new
1241,0.0,24.9,0.366,1,-0.16916080740695427,0.259167184044527,1,low,established
1242,10.6,51.2,0.554,1,0.036205814104588584,-1.2466946441245756,5,medium,long_tenure
1243,8.6,67.2,0.85,0,0.01041157484586656,-2.0416736306166507,4,medium,long_tenure
1244,18.6,12.3,0.926,0,0.26747985385629214,1.4270697642536112,10,high,new
1245,5.7,53.3,0.662,0,0.1517906777124288,-1.958117685152207,9,low,long_tenure
1246,19.5,16.6,0.951,0,0.10454947876816731,-0.4387712181408938,8,high,new
1247,10.8,35.7,0.386,4,0.07143221257711699,-0.5026411404813571,6,medium,established
1248,15.9,5.8,0.835,0,0.1383442421895128,0.8948307934385985,9,high,new
1249,5.1,19.1,0.48,0,0.16987813018083264,0.5752597825944845,9,low,established
1250,5.4,27.6,0.43,1,0.019506840529945852,-0.4899862388789049,4,low,established
1251,13.7,6.9,0.99,1,-0.08318693825365586,0.8038551555852872,1,high,new
1252,15.0,1.0,0.841,0,-0.02572649816738904,-0.6820422264672061,3,high,new
1253,16.9,1.0,0.99,0,0.13127064745820102,0.4888132657770047,8,high,new
1254,7.9,26.0,0.679,4,0.07401161534322544,0.4700489679897942,6,medium,established
1255,12.0,1.0,0.916,1,0.1924100488470992,-0.5026608191076867,10,medium,new
1256,5.3,17.8,0.466,1,0.14208038506394668,0.42105325990009973,9,low,new
1257,6.8,42.0,0.398,2,-0.11969014309632643,-1.4065941439305534,1,medium,established
1258,7.4,5.5,0.213,1,0.030927803828789298,-1.174754318635683,5,medium,new
1259,10.4,27.6,0.628,3,0.09475390389466588,-0.6917018890480124,7,medium,established
1260,6.7,47.6,0.477,2,-0.05933294477821248,-0.9930497991398113,2,medium,established
1261,18.7,20.9,0.964,1,0.1006794261455361,-1.6265241859455277,7,high,established
1262,8.2,57.6,0.647,0,0.04013642693152826,-2.447623208383412,5,medium,long_tenure
1263,2.3,60.1,0.747,2,0.12346080025085146,-0.9476961278372025,8,low,long_tenure
1264,7.6,27.2,0.335,1,-0.07546401302910115,-1.0279082701458648,1,medium,established
1265,6.6,51.3,0.752,2,0.16584110777842354,0.6311219573065504,9,medium,long_tenure
1266,1.4,15.6,0.321,0,0.04975047929931476,-0.8460731382512292,5,low,new
1267,13.0,6.9,0.888,1,0.11065263071683504,1.1957404340671736,8,high,new
1268,11.2,5.5,0.505,0,0.04660251032738889,-1.0485778599096975,5,medium,new
1269,9.2,63.2,0.583,0,0.0402748728357112,1.076750435310974,5,medium,long_tenure
1270,5.2,45.1,0.722,0,0.14551041631768755,0.7736306149805998,9,low,established
1271,2.7,16.4,0.392,0,0.14217956909367657,0.38808573978965205,9,low,new
1272,8.0,51.1,0.653,0,0.01745031135595869,-0.539022063460415,4,medium,long_tenure
1273,9.5,74.9,0.62,2,0.01199452532047569,-0.8570410736119467,4,medium,long_tenure
1274,9.8,24.9,0.527,3,-0.10735906557486714,0.5050801453254687,1,medium,established
1275,13.5,20.8,0.99,0,-0.03527098794628854,0.6265287116036851,2,high,established
1276,8.9,42.8,0.548,0,0.21359351694464726,-0.47344016857221444,10,medium,established
1277,14.3,17.6,0.649,1,-0.023999181353602003,-1.2163732677680192,3,high,new
1278,18.8,1.6,0.812,0,0.10702233166793335,0.40043647018755435,8,high,new
1279,4.7,16.9,0.444,2,0.210830108900456,0.4443195376607463,10,low,new
1280,6.9,57.5,0.549,4,-0.046714976341866325,-0.6106823044234988,2,medium,long_tenure
1281,9.9,73.2,0.752,0,0.028024977013251965,-0.5534829852446868,4,medium,long_tenure
1282,9.0,60.5,0.748,2,-0.07970157243618353,-0.7357868817625227,1,medium,long_tenure
1283,6.7,100.4,0.605,0,0.10855142413224712,1.9851134751267097,8,medium,long_tenure
1284,11.0,20.0,0.405,2,0.10107015569954239,-1.1839658189345916,7,medium,established
1285,6.2,36.0,0.289,2,0.07943124011904994,2.2537884244136794,7,medium,established
1286,7.7,3.6,0.426,0,0.1426014925170582,-0.8341927469948083,9,medium,new
1287,9.9,59.1,0.468,2,0.08068987461812838,-0.8241751787025898,7,medium,long_tenure
1288,7.4,45.8,0.6,0,0.11202913176911203,2.0325349386731326,8,medium,established
1289,3.4,65.1,0.796,0,-0.014290140603409952,-3.0451349968578727,3,low,long_tenure
1290,9.5,31.7,0.628,2,-0.06526667133004899,-1.1980601139576663,2,medium,established
1291,8.9,58.3,0.645,0,0.21275348944399503,0.9226874925777959,10,medium,long_tenure
1292,9.1,44.1,0.476,4,-0.0956518349679809,-0.32696222333098923,1,medium,established
1293,0.9,24.2,0.61,2,-0.055108832002102946,0.3257185246550336,2,low,established
1294,9.8,65.9,0.612,2,-0.016498654443745275,0.7128580755030427,3,medium,long_tenure
1295,5.5,71.8,0.666,0,0.07489973676306318,-0.567876221495407,6,low,long_tenure
1296,9.9,44.2,0.72,0,0.16675382179150208,1.036410901692682,9,medium,established
1297,20.6,7.0,0.99,0,0.015270076367176921,-0.6314666140289671,4,high,new
1298,15.3,16.6,0.914,0,0.052930242350298244,0.42952644716512756,5,high,new
1299,5.7,29.6,0.486,2,-0.0039700229281869615,-0.47690272834074043,3,low,established
1300,8.1,79.1,0.584,1,-0.10799119328290449,-0.5708926115786453,1,medium,long_tenure
1301,17.4,13.4,0.99,0,0.1128464562917416,-0.37020489925696715,8,high,new
1302,9.3,27.2,0.492,2,-0.12773449954328342,0.42837768478139693,1,medium,established
1303,3.1,11.5,0.407,0,0.29517014384865703,0.7214924485940113,10,low,new
1304,13.6,20.0,0.99,1,-0.15765257119662848,-0.7790311667826706,1,high,established
1305,8.8,18.4,0.377,2,0.022297417757939968,-1.2361072349270386,4,medium,established
1306,5.7,18.7,0.283,0,0.0921686302562811,0.5788914168429,7,low,established
1307,11.2,29.9,0.545,3,0.04645477433764434,0.43875521613302176,5,medium,established
1308,10.1,37.6,0.743,2,0.08817750500236107,0.6632331296501548,7,medium,established
1309,18.6,9.2,0.65,0,0.077616401983109,-0.5528846342576456,6,high,new
1310,2.1,12.7,0.441,0,-0.04575021042814876,2.5431743739258734,2,low,new
1311,8.2,67.2,0.57,0,-0.07810889629965145,-0.4346714199257046,1,medium,long_tenure
1312,5.9,1.0,0.412,1,0.05443248647259615,0.43932972950481347,6,low,new
1313,12.5,23.8,0.552,0,-0.17017911676118933,0.6088078090154725,1,high,established
1314,23.2,2.2,0.99,1,0.06884892311674734,-0.4826377049285603,6,high,new
1315,17.1,30.4,0.906,0,0.0567588690568137,-0.3509272231458226,6,high,established
1316,7.2,25.7,0.701,0,0.12429899221506086,0.6460668546667596,8,medium,established
1317,5.8,24.3,0.731,4,0.021914092020613632,-0.5648180346157011,4,low,established
1318,13.6,15.4,0.903,2,0.0941976497772309,-1.4934808481243316,7,high,new
1319,2.4,14.9,0.39,1,0.23689259815367383,2.534186669982763,10,low,new
1320,0.0,17.2,0.471,1,0.13476519903868478,0.4894859470857519,9,low,new
1321,6.2,63.2,0.703,0,0.1503820356534156,-1.6753517492662224,9,medium,long_tenure
1322,9.9,56.9,0.513,0,0.12465848687571264,0.8863988370603869,8,medium,long_tenure
1323,16.2,10.8,0.926,0,0.3187966190911772,-1.5972999226832174,10,high,new
1324,3.8,9.9,0.402,0,0.3258833272837555,1.6832216393216457,10,low,new
1325,3.6,48.2,0.594,1,0.10104589981628369,-0.6938463626185742,7,low,long_tenure
1326,7.3,22.7,0.354,1,0.06898153425279205,-1.0883551763867396,6,medium,established
1327,9.4,65.7,0.571,0,-0.05216320472762201,-0.47005983182308186,2,medium,long_tenure
1328,9.0,13.9,0.728,1,0.12131306719506199,0.5605931026815323,8,medium,new
1329,10.1,25.1,0.86,0,0.031743077759235835,-0.8948288756170611,5,medium,established
1330,14.7,25.2,0.99,0,-0.038022901206698274,1.3050556917165208,2,high,established
1331,5.7,33.7,0.444,0,0.02592593432726538,-1.630973176773157,4,low,established
1332,7.9,65.6,0.515,0,-0.09447409003298644,0.8126067420303497,1,medium,long_tenure
1333,9.5,38.6,0.611,4,0.01689289751814388,-0.35774205424606315,4,medium,established
1334,6.4,48.2,0.299,1,0.13231034067267078,-1.2114817220277312,9,medium,long_tenure
1335,4.9,18.4,0.497,1,-0.08262285206874427,2.215589046943839,1,low,established
1336,6.3,9.5,0.407,0,0.0712198860078552,0.5163261487318578,6,medium,new
1337,13.7,1.0,0.99,0,-0.04143269791289612,1.064040461635853,2,high,new
1338,5.7,52.1,0.748,3,-0.0010410948656408958,1.3220594563994141,3,low,long_tenure
1339,5.8,43.2,0.239,2,0.11613078727843318,0.5639561139186502,8,low,established
1340,9.8,50.9,0.589,0,-0.062106794848437834,-1.8320282739429157,2,medium,long_tenure
1341,17.4,7.3,0.767,0,0.021396147141289696,-0.6908554148241288,4,high,new
1342,4.9,18.1,0.667,1,0.1713184908801333,1.796661736484411,9,low,established
1343,7.1,76.7,0.592,1,0.012010661794005874,-0.6818356304952483,4,medium,long_tenure
1344,9.6,15.6,0.445,0,0.27203998772696497,1.5148829678943019,10,medium,new
1345,5.5,1.0,0.676,0,0.20103570153268793,-0.9690425981265886,10,low,new
1346,10.2,57.0,0.51,2,-0.10078386780692807,0.612908945240917,1,medium,long_tenure
1347,15.0,65.7,0.462,0,-0.08275956255133615,-0.5151165185938014,1,high,long_tenure
1348,5.5,67.5,0.513,1,0.08541930849424152,-0.584567604462804,7,low,long_tenure
1349,16.7,59.5,0.656,0,0.019140683441017176,-0.5951174976597676,4,high,long_tenure
1350,12.6,21.6,0.905,0,0.13377832693922345,-0.667348699807743,9,high,established
1351,5.5,3.8,0.338,2,0.08901698469264961,-0.3955135452785924,7,low,new
1352,1.3,11.9,0.377,1,0.11187111373884638,-1.1777750201881183,8,low,new
1353,16.8,17.3,0.906,0,0.07279236975094495,-0.5856754881440791,6,high,new
1354,10.7,34.7,0.786,0,0.09172330284100758,-0.6227875135876974,7,medium,established
1355,4.6,18.4,0.467,1,0.018472910122089792,0.4608628260644424,4,low,established
1356,18.6,11.6,0.838,0,0.18794242406098305,-0.6959180837434079,10,high,new
1357,7.9,27.4,0.565,1,0.07029971928225774,-0.9333851833548743,6,medium,established
1358,2.5,55.4,0.725,1,0.09711093829187087,1.4872122990053331,7,low,long_tenure
1359,10.7,19.0,0.775,4,0.005549774104159731,0.9390999542108207,3,medium,established
1360,16.1,1.0,0.778,3,0.13128123296553804,0.522818651291213,8,high,new
1361,7.7,32.7,0.713,0,0.22532340278633656,1.607842528913854,10,medium,established
1362,6.9,58.4,0.606,1,0.09082622870482816,-0.6525604762753745,7,medium,long_tenure
1363,10.1,14.5,0.411,1,-0.0007843017469095875,0.6691375228546905,3,medium,new
1364,13.8,16.8,0.7,1,0.06445652507930603,1.125985937662227,6,high,new
1365,9.0,58.5,0.787,1,0.13075291491066185,-0.7219446623131578,8,medium,long_tenure
1366,12.2,25.5,0.75,1,-0.005183963739632053,-0.9248599960204895,3,high,established
1367,21.6,1.0,0.837,0,0.06565659563552667,0.3993969913093482,6,high,new
1368,19.8,24.2,0.877,1,-0.025333579705417792,0.8513474051153133,3,high,established
1369,16.4,1.2,0.704,0,0.019527754390577735,0.7777593497728025,4,high,new
1370,8.7,62.8,0.724,0,0.18617109885374375,-0.5043273348749827,10,medium,long_tenure
