customer_id,age,tenure_months,annual_income,avg_balance,baseline_sessions_30d,digital_transaction_share,support_tickets_90d,product_count,prior_nps,missed_payment_flag,metro_flag,treated,true_propensity,true_retention_effect,pre_avg_active_days,post_avg_active_days,post_sessions_total,retained_30d,churned_30d
889,41,27.0,71031.0,8920.6,18.8,0.711,2,1,51.0,0,1,0,0.54595,0.03,2.329,1.792,46.07,0,1
890,37,39.0,46027.0,5493.87,5.2,0.675,1,1,-8.0,0,1,0,0.37018,0.075,0.595,0.264,12.82,1,0
891,50,66.2,153194.0,27727.91,3.7,0.777,1,5,38.0,0,1,0,0.25426,0.093,1.179,1.043,28.33,1,0
892,43,29.7,40584.0,1692.97,0.5,0.567,2,2,28.0,0,1,0,0.26434,0.075,0.442,0.372,14.17,0,1
893,33,24.3,38431.0,8833.26,16.3,0.977,1,2,34.0,1,1,1,0.4807,0.048,2.459,2.868,64.65,1,0
894,29,33.9,69259.0,2918.57,18.0,0.939,0,1,39.0,0,1,0,0.3456,0.048,2.423,2.239,50.57,1,0
895,43,21.6,48108.0,6302.33,8.0,0.32,1,2,-10.0,0,0,1,0.37979,0.03,0.809,0.941,23.22,0,1
896,53,24.0,46755.0,6008.44,7.8,0.465,0,2,14.0,0,1,0,0.33382,0.075,0.751,1.116,31.42,0,1
897,31,27.2,32881.0,3367.65,18.3,0.831,0,2,47.0,0,1,0,0.43155,0.048,1.661,1.635,39.02,0,1
898,30,10.1,60401.0,4587.62,13.8,0.958,1,3,39.0,0,1,0,0.5062,0.078,2.184,1.381,35.0,1,0
899,30,1.0,72519.0,3307.41,13.7,0.816,0,2,58.0,1,1,1,0.51136,0.078,2.882,3.312,67.47,0,1
900,47,36.9,60670.0,11406.24,11.1,0.647,2,3,-28.0,0,1,1,0.35863,0.03,1.092,1.316,29.09,0,1
901,45,59.5,153214.0,28200.21,11.8,0.786,0,3,36.0,0,1,0,0.33788,0.048,1.777,1.782,46.23,1,0
902,27,1.5,110692.0,3430.53,13.2,0.941,0,1,55.0,0,0,0,0.40188,0.078,1.355,1.34,29.6,0,1
903,18,22.0,87370.0,4637.12,19.5,0.936,1,1,34.0,0,1,1,0.54834,0.048,1.246,0.749,19.26,1,0
904,41,79.2,182068.0,11442.06,2.8,0.74,0,6,8.0,0,1,0,0.23798,0.075,1.404,0.954,28.87,0,1
905,31,2.4,79599.0,2855.68,5.6,0.625,1,1,-22.0,0,1,0,0.42235,0.105,1.681,1.322,35.62,0,1
906,38,43.3,54684.0,12203.09,8.7,0.578,2,3,-5.0,0,1,0,0.30853,0.03,1.263,1.274,30.39,0,1
907,61,31.6,155371.0,35004.31,7.4,0.697,0,4,66.0,0,1,1,0.33723,0.075,2.608,3.188,68.52,1,0
908,33,11.2,99427.0,8353.28,16.1,0.99,1,2,32.0,0,0,1,0.47652,0.078,2.088,1.987,46.54,1,0
909,23,38.1,67561.0,3521.31,13.7,0.974,1,2,53.0,0,1,0,0.41445,0.048,1.284,1.491,39.05,0,1
910,24,12.1,61391.0,3338.56,17.2,0.68,0,2,-2.0,0,1,0,0.36907,0.06,2.466,2.375,54.75,1,0
911,45,23.1,68084.0,1451.15,4.7,0.351,3,2,17.0,0,1,0,0.34769,0.05,1.872,1.54,37.49,0,1
912,43,31.2,39547.0,2304.53,7.0,0.513,0,1,-11.0,0,0,0,0.30492,0.075,1.522,1.295,33.1,1,0
913,35,1.4,43982.0,10766.53,8.8,0.386,1,1,3.0,0,0,0,0.36328,0.06,0.582,0.407,19.9,0,1
914,32,22.9,49280.0,3588.43,4.8,0.588,1,1,11.0,0,0,0,0.28417,0.075,0.524,0.423,20.5,1,0
915,43,22.8,66631.0,2050.36,2.3,0.634,1,1,-22.0,0,0,0,0.26647,0.075,0.138,0.039,8.79,1,0
916,28,44.3,62592.0,1559.9,1.4,0.365,1,1,70.0,0,0,0,0.22553,0.075,1.602,1.584,40.18,1,0
917,32,1.2,100431.0,1592.07,20.6,0.786,0,3,32.0,0,1,0,0.40992,0.078,1.644,1.865,42.73,1,0
918,45,11.4,59254.0,2623.01,20.2,0.86,0,2,56.0,0,1,0,0.52069,0.078,1.786,1.316,29.1,1,0
919,50,50.9,106046.0,52415.99,10.4,0.594,2,5,62.0,0,1,1,0.43434,0.03,1.505,1.626,37.25,1,0
920,33,18.6,82940.0,6060.98,9.2,0.759,2,3,-2.0,1,1,0,0.62056,0.048,1.457,1.217,33.49,0,1
921,32,29.5,61258.0,2413.95,18.2,0.786,0,2,21.0,0,1,0,0.39091,0.048,2.479,2.459,48.45,1,0
922,32,22.3,50129.0,1728.57,8.0,0.512,1,1,12.0,0,0,1,0.37366,0.03,1.482,1.043,29.95,1,0
923,28,24.3,43612.0,12202.05,7.3,0.743,1,3,-43.0,0,1,1,0.38017,0.075,0.473,1.328,31.5,0,1
924,43,24.8,77882.0,7588.4,9.1,0.68,1,3,-14.0,0,1,1,0.46351,0.03,1.076,1.637,32.98,1,0
925,37,9.2,115224.0,2993.35,13.0,0.948,0,4,76.0,0,1,0,0.40717,0.078,1.686,1.763,46.05,1,0
926,27,10.3,57560.0,3682.62,15.7,0.882,0,2,17.0,0,1,0,0.44306,0.078,2.66,2.513,53.49,1,0
927,26,1.0,100142.0,18876.19,20.2,0.99,0,3,28.0,0,1,1,0.48274,0.078,2.275,2.678,70.69,1,0
928,28,18.9,58061.0,6628.43,7.4,0.403,0,1,45.0,0,1,0,0.25359,0.075,1.483,1.491,35.49,1,0
929,37,26.7,44701.0,20781.18,9.4,0.694,5,2,-11.0,0,1,0,0.51978,0.005,0.911,0.57,20.93,0,1
930,31,12.9,46338.0,960.54,0.0,0.413,0,2,-7.0,0,0,0,0.23943,0.105,0.161,0.018,9.31,0,1
931,22,17.9,58703.0,4079.04,14.2,0.697,1,4,51.0,0,1,0,0.41635,0.06,2.904,2.772,66.96,1,0
932,62,64.9,126696.0,21044.16,8.3,0.61,0,4,25.0,0,1,0,0.2469,0.03,2.002,1.639,38.63,0,1
933,52,55.3,154551.0,45569.2,7.4,0.623,1,4,-18.0,0,0,1,0.30707,0.075,1.479,1.468,33.16,0,1
934,39,20.3,97198.0,5974.42,4.6,0.414,1,2,-16.0,0,1,0,0.34811,0.075,0.213,0.0,5.0,0,1
935,41,47.9,40090.0,3709.1,5.2,0.357,0,2,49.0,1,0,0,0.28499,0.075,0.974,0.555,19.98,0,1
936,34,41.4,66676.0,2552.24,14.6,0.969,0,4,50.0,0,0,1,0.35006,0.048,2.842,2.778,64.44,1,0
937,32,9.4,46322.0,1952.19,4.5,0.511,1,2,38.0,0,0,1,0.29721,0.105,1.02,1.929,51.31,1,0
938,31,5.0,53967.0,6735.88,15.6,0.866,0,1,24.0,0,1,1,0.4093,0.078,1.678,2.167,49.85,1,0
939,33,9.3,60540.0,4790.62,2.6,0.395,1,3,9.0,0,0,0,0.41698,0.105,1.313,1.08,29.5,0,1
940,32,28.7,76030.0,4931.76,21.0,0.784,0,3,41.0,0,1,0,0.416,0.048,3.333,2.624,62.71,1,0
941,31,11.2,46572.0,4896.11,14.7,0.928,0,3,34.0,0,1,0,0.45115,0.078,2.386,1.606,43.5,1,0
942,32,24.9,59290.0,3099.35,0.0,0.582,1,2,14.0,0,1,1,0.28333,0.075,1.636,1.64,46.53,0,1
943,20,40.0,54887.0,5360.14,20.8,0.99,0,3,23.0,0,1,1,0.45942,0.048,3.314,3.534,77.67,1,0
944,50,61.9,138441.0,50963.54,5.7,0.574,0,4,57.0,0,1,1,0.19304,0.075,1.667,2.036,43.7,1,0
945,48,70.5,194419.0,48199.26,10.4,0.859,0,4,43.0,0,1,0,0.28982,0.048,1.81,1.517,38.86,1,0
946,18,22.2,86122.0,4569.52,14.2,0.86,1,2,41.0,0,1,1,0.39508,0.048,1.565,1.763,45.32,1,0
947,42,23.9,75535.0,7748.97,10.5,0.478,3,2,-5.0,0,1,0,0.46797,0.005,1.951,1.803,52.55,1,0
948,42,34.7,51150.0,2834.51,4.4,0.28,0,2,4.0,0,0,0,0.20718,0.075,0.607,0.221,12.53,0,1
949,53,11.8,60075.0,1806.51,7.2,0.312,1,2,-23.0,0,1,1,0.35542,0.105,0.338,0.892,21.05,1,0
950,46,78.1,160667.0,19111.07,7.4,0.677,0,4,15.0,0,0,0,0.18475,0.075,2.25,1.782,43.49,0,1
951,34,24.0,81613.0,11393.16,7.2,0.562,2,2,-11.0,0,1,0,0.35364,0.075,0.8,0.642,15.62,0,1
952,21,10.3,73991.0,2831.23,16.7,0.83,0,2,37.0,0,1,0,0.42385,0.078,2.534,1.777,40.9,1,0
953,30,2.9,80594.0,7637.99,15.0,0.807,2,1,56.0,0,1,1,0.54927,0.078,1.84,2.146,48.56,0,1
954,30,4.9,53264.0,4352.3,10.8,0.781,0,3,55.0,0,1,0,0.27279,0.078,1.045,0.535,21.25,0,1
955,29,16.9,48389.0,5110.77,2.9,0.332,1,2,-1.0,0,1,1,0.32958,0.105,0.835,0.767,27.79,0,1
956,34,1.0,71420.0,4538.68,12.2,0.542,0,1,-8.0,0,1,1,0.43598,0.06,1.606,1.996,48.05,0,1
957,21,19.2,74061.0,5188.87,0.0,0.628,1,2,24.0,0,1,0,0.19804,0.075,0.85,0.563,21.47,0,1
958,55,55.9,141532.0,23478.81,8.7,0.845,1,4,38.0,0,0,0,0.36377,0.048,1.344,1.08,30.92,1,0
959,44,71.5,205732.0,41742.53,7.3,0.716,0,4,22.0,0,1,0,0.22991,0.075,1.813,1.278,30.81,0,1
960,38,36.1,82585.0,12923.78,14.0,0.536,2,3,-30.0,0,1,1,0.50776,0.03,2.152,1.99,48.24,0,1
961,28,22.5,67608.0,2918.53,6.0,0.517,3,4,-21.0,0,0,1,0.4575,0.05,0.061,0.306,14.56,0,1
962,45,56.5,99278.0,96721.59,8.3,0.723,1,4,41.0,0,1,0,0.35271,0.03,1.603,0.89,24.93,1,0
963,27,13.2,112078.0,19627.8,17.9,0.873,0,2,76.0,0,1,0,0.39978,0.078,2.021,2.541,53.82,1,0
964,29,33.8,93571.0,8329.59,15.5,0.945,0,2,40.0,0,1,1,0.45367,0.048,2.93,3.311,77.26,0,1
965,38,12.1,95878.0,5065.41,2.4,0.642,1,2,-6.0,0,0,1,0.40171,0.105,1.399,1.795,48.25,1,0
966,59,53.4,247721.0,46919.29,7.9,0.664,0,4,75.0,0,1,0,0.23804,0.075,0.661,0.923,34.75,1,0
967,40,8.5,41682.0,2431.19,3.7,0.681,1,2,3.0,0,0,0,0.332,0.105,1.58,1.357,35.73,0,1
968,36,1.0,53730.0,4189.02,15.2,0.776,1,3,29.0,0,1,1,0.51746,0.078,1.744,2.023,44.94,0,1
969,48,34.7,33235.0,14973.84,11.5,0.639,3,3,-16.0,0,1,1,0.33891,0.005,0.715,0.478,15.81,0,1
970,33,18.4,97387.0,2390.46,17.1,0.935,0,4,35.0,0,1,1,0.40537,0.048,1.506,1.691,41.37,1,0
971,29,31.4,90739.0,2258.3,17.5,0.792,1,1,68.0,0,1,0,0.49273,0.048,2.676,2.568,59.23,0,1
972,36,28.5,78033.0,3475.76,16.9,0.988,1,4,12.0,1,1,1,0.5738,0.048,2.392,2.788,61.01,1,0
973,37,44.8,54581.0,6893.93,18.6,0.99,0,3,55.0,0,1,0,0.42319,0.048,1.752,1.491,34.0,1,0
974,40,21.1,57599.0,1708.74,8.0,0.672,1,4,10.0,0,1,0,0.32128,0.03,2.372,1.916,44.63,1,0
975,39,58.9,145057.0,27638.66,7.2,0.685,0,3,23.0,0,0,0,0.27651,0.075,1.951,1.68,42.17,0,1
976,32,15.4,88944.0,7464.08,11.2,0.381,1,3,-14.0,1,0,1,0.41731,0.06,1.11,1.441,34.66,0,1
977,47,70.4,148556.0,16577.08,4.5,0.692,0,4,29.0,1,1,0,0.20727,0.075,1.549,1.238,28.23,0,1
978,54,63.4,165088.0,6552.76,1.9,0.722,0,5,36.0,0,0,0,0.27039,0.075,0.829,0.634,22.89,0,1
979,38,38.8,69627.0,4105.01,13.9,0.564,4,3,-17.0,0,0,0,0.50619,0.005,2.656,2.426,48.25,0,1
980,37,2.3,104557.0,5331.61,15.1,0.924,0,2,43.0,0,1,1,0.43024,0.078,1.063,1.52,35.65,1,0
981,44,26.2,69973.0,4114.86,5.2,0.377,0,2,-5.0,0,0,0,0.20147,0.075,0.475,0.085,5.68,0,1
982,43,24.5,42823.0,4136.91,1.2,0.415,2,1,51.0,0,0,1,0.24085,0.075,0.783,0.969,26.78,0,1
983,43,23.7,85852.0,4458.6,1.1,0.542,1,1,29.0,0,0,0,0.30591,0.075,2.191,1.836,44.7,1,0
984,42,53.8,192127.0,21297.28,6.1,0.793,2,4,43.0,0,1,1,0.38231,0.093,0.647,0.903,27.93,1,0
985,32,30.3,86178.0,2605.65,17.7,0.76,0,2,36.0,0,1,0,0.4265,0.048,2.467,2.522,54.79,1,0
986,31,46.6,63646.0,3828.22,3.1,0.374,0,1,26.0,1,1,0,0.22802,0.075,0.907,0.964,32.37,0,1
987,37,48.7,215957.0,27885.26,7.1,0.465,0,3,40.0,0,1,1,0.24916,0.075,1.392,2.032,52.71,0,1
988,27,24.6,48898.0,8114.71,14.0,0.99,0,2,46.0,0,1,1,0.43818,0.048,2.412,2.771,59.7,1,0
989,58,27.5,192941.0,41002.32,11.1,0.736,0,3,24.0,0,1,0,0.28517,0.03,1.161,1.25,32.06,1,0
990,38,30.0,51881.0,6910.87,6.8,0.21,2,1,15.0,0,1,1,0.32837,0.075,0.791,0.951,21.62,0,1
991,52,8.6,96773.0,5911.17,7.7,0.583,2,2,24.0,0,1,1,0.43408,0.105,1.145,1.343,35.85,0,1
992,36,15.7,60949.0,6004.5,6.3,0.399,0,1,12.0,0,0,0,0.28144,0.105,1.926,1.698,38.0,1,0
993,52,6.2,42180.0,11258.82,3.8,0.347,0,2,5.0,0,0,0,0.26668,0.105,1.379,1.444,30.02,0,1
994,30,13.4,66465.0,4659.97,15.1,0.99,1,2,46.0,0,1,1,0.43817,0.078,1.547,1.82,42.73,0,1
995,35,32.1,77743.0,4150.22,4.4,0.541,2,1,11.0,0,1,0,0.34755,0.075,1.04,0.766,16.76,1,0
996,40,39.7,130386.0,17477.12,9.7,0.67,2,5,24.0,0,1,1,0.47874,0.03,1.601,2.335,50.61,1,0
997,46,26.7,60878.0,14304.56,6.6,0.519,1,3,-22.0,0,1,1,0.42407,0.075,0.254,0.743,24.14,0,1
998,25,9.8,64144.0,9374.24,17.4,0.83,0,3,59.0,0,0,0,0.40595,0.078,3.092,2.569,51.58,1,0
999,30,41.0,70172.0,2175.41,11.2,0.435,0,1,33.0,0,0,1,0.28078,0.03,1.161,1.784,44.28,1,0
1000,38,21.2,121925.0,6586.89,16.5,0.85,1,2,87.0,0,1,0,0.50448,0.048,2.126,1.53,32.23,1,0
1001,37,1.9,42636.0,5399.92,16.1,0.899,2,2,53.0,0,1,0,0.55782,0.078,2.678,2.637,60.69,0,1
1002,57,56.3,293958.0,41253.93,7.8,0.701,1,4,36.0,1,0,0,0.3883,0.075,2.105,1.686,42.37,1,0
1003,26,34.7,80298.0,7628.49,17.3,0.731,0,1,61.0,0,1,0,0.30031,0.03,1.002,0.992,30.94,1,0
1004,29,24.6,88889.0,6305.12,11.7,0.817,0,1,27.0,0,1,1,0.42375,0.048,1.846,1.972,47.02,1,0
1005,38,20.0,64000.0,7308.95,13.6,0.586,1,4,4.0,0,1,0,0.4144,0.03,1.957,1.828,42.63,0,1
1006,54,58.8,137869.0,55002.49,10.6,0.812,0,4,54.0,0,0,0,0.31417,0.048,0.226,0.377,14.25,1,0
1007,46,19.2,62148.0,6180.0,2.8,0.523,1,2,29.0,0,0,0,0.24986,0.075,0.964,0.815,22.4,0,1
1008,52,55.5,103959.0,22320.59,8.1,0.64,2,5,66.0,0,1,1,0.40146,0.03,1.215,1.599,41.8,1,0
1009,49,1.5,47466.0,2996.49,3.0,0.474,1,1,-1.0,0,0,0,0.27218,0.105,1.596,1.138,30.62,0,1
1010,55,53.9,190012.0,10135.92,8.8,0.629,0,4,25.0,0,1,0,0.38399,0.03,0.673,0.601,15.19,1,0
1011,36,47.7,47348.0,11690.54,9.2,0.708,1,3,-12.0,0,0,1,0.3753,0.03,1.323,1.474,39.79,0,1
1012,44,26.4,81105.0,17716.0,9.6,0.638,4,3,-29.0,1,1,1,0.57266,0.005,0.858,0.828,25.26,0,1
1013,61,60.8,124863.0,27071.84,5.2,0.781,0,5,44.0,0,1,0,0.21597,0.093,0.899,0.661,19.35,0,1
1014,49,23.7,45520.0,3271.82,3.2,0.281,0,1,23.0,0,0,0,0.20734,0.075,0.118,0.086,5.7,0,1
1015,57,88.6,235021.0,27732.6,11.1,0.551,0,4,45.0,0,1,0,0.24589,0.03,2.392,2.547,58.14,1,0
1016,29,16.1,58734.0,3506.24,14.6,0.93,0,2,47.0,0,0,0,0.42655,0.078,2.52,2.47,54.53,1,0
1017,36,44.1,53066.0,9303.15,1.9,0.644,1,2,11.0,0,1,0,0.29696,0.075,1.006,0.663,23.89,1,0
1018,39,14.8,56095.0,1801.92,4.1,0.694,0,1,21.0,0,1,0,0.28174,0.105,1.458,1.212,31.62,0,1
1019,41,12.9,61758.0,3861.85,22.5,0.701,1,2,33.0,0,1,1,0.56957,0.06,2.057,2.405,60.71,1,0
1020,52,62.2,138238.0,17774.73,10.3,0.636,0,4,-22.0,0,1,0,0.39176,0.03,1.957,1.568,36.73,0,1
1021,38,12.7,61528.0,4399.59,2.9,0.421,0,1,4.0,0,0,0,0.30887,0.105,0.953,0.595,21.28,1,0
1022,35,19.6,62859.0,3504.74,4.4,0.456,0,2,11.0,0,1,0,0.29647,0.075,1.218,0.7,19.35,0,1
1023,33,32.7,57059.0,2266.66,6.3,0.621,0,1,11.0,0,0,1,0.31718,0.075,2.045,2.005,46.41,1,0
1024,37,21.4,59566.0,8195.15,4.3,0.686,1,3,-11.0,0,0,0,0.29341,0.075,0.202,0.22,15.52,0,1
1025,39,31.0,85660.0,6930.76,6.7,0.414,1,2,-18.0,1,1,0,0.39152,0.075,0.088,0.337,13.46,0,1
1026,61,70.5,133900.0,67307.24,9.1,0.809,1,3,18.0,0,1,0,0.28497,0.048,1.697,1.54,35.34,1,0
1027,33,12.1,51610.0,2252.31,8.8,0.596,0,1,-10.0,0,0,0,0.40949,0.06,1.037,0.937,30.35,0,1
1028,49,75.1,205789.0,48352.36,6.8,0.669,2,4,42.0,0,0,0,0.31843,0.075,0.89,0.531,21.35,0,1
1029,29,22.9,57099.0,1896.91,8.7,0.252,1,1,31.0,0,0,0,0.35817,0.03,1.49,0.806,19.97,1,0
1030,54,60.0,185321.0,54325.34,6.0,0.623,0,4,10.0,0,0,0,0.31754,0.075,1.596,1.188,24.03,1,0
1031,48,6.9,100275.0,15700.46,0.0,0.642,3,3,-9.0,0,1,0,0.40045,0.08,1.065,0.819,23.06,0,1
1032,49,26.5,101935.0,16189.63,11.0,0.7,5,2,7.0,0,1,0,0.52503,0.005,0.639,0.754,26.3,0,1
1033,50,66.5,166312.0,83254.06,9.5,0.445,1,4,30.0,0,1,1,0.19977,0.03,1.251,1.62,45.22,1,0
1034,39,42.9,58990.0,3628.07,6.5,0.345,3,1,24.0,0,0,1,0.37192,0.05,1.057,0.776,20.66,0,1
1035,48,68.8,135634.0,71550.34,9.9,0.761,1,4,54.0,0,0,1,0.305,0.048,2.097,2.271,51.54,0,1
1036,42,44.5,67407.0,22992.28,9.5,0.755,5,1,-1.0,1,1,0,0.63181,0.023,1.586,1.232,35.05,1,0
1037,51,47.5,76876.0,15431.36,7.3,0.687,0,6,25.0,0,1,0,0.3191,0.075,1.374,0.972,25.12,0,1
1038,49,60.5,167558.0,21620.27,7.4,0.766,0,5,59.0,0,1,0,0.28637,0.093,2.143,1.849,42.81,1,0
1039,50,76.6,147416.0,12103.93,6.8,0.69,1,4,29.0,0,1,0,0.29319,0.075,1.144,1.035,32.45,1,0
1040,32,5.3,94976.0,8969.42,14.9,0.99,0,1,39.0,0,1,1,0.36384,0.078,1.837,1.767,39.2,0,1
1041,27,27.6,73637.0,1687.98,11.1,0.916,0,2,54.0,0,0,1,0.42246,0.048,1.415,1.427,31.42,1,0
1042,36,39.8,86157.0,2515.68,5.7,0.643,1,2,-14.0,0,1,0,0.27716,0.075,0.607,0.558,19.18,1,0
1043,50,34.3,49637.0,3920.18,8.6,0.456,2,3,-12.0,0,1,0,0.35265,0.03,1.68,1.435,34.28,1,0
1044,57,27.1,52508.0,2584.52,2.9,0.669,3,3,-15.0,0,1,0,0.37926,0.05,1.579,1.04,27.61,1,0
1045,21,4.2,38945.0,5370.82,10.6,0.762,0,2,41.0,0,1,1,0.36854,0.078,1.444,1.957,45.55,0,1
1046,40,83.3,133084.0,15812.22,7.1,0.719,0,4,38.0,0,1,0,0.23189,0.075,1.576,1.153,29.84,1,0
1047,22,23.6,61692.0,1499.89,15.7,0.852,0,2,7.0,0,1,1,0.41688,0.048,1.963,1.714,37.39,0,1
1048,34,26.1,46230.0,2919.45,3.7,0.471,2,2,8.0,0,0,1,0.36499,0.075,0.34,0.514,15.6,0,1
1049,41,17.0,64579.0,3033.55,0.0,0.325,1,1,-24.0,0,0,1,0.21493,0.105,0.024,0.273,10.95,0,1
1050,33,16.5,67751.0,1334.72,20.2,0.845,1,1,36.0,0,1,0,0.50261,0.078,3.44,3.353,70.57,1,0
1051,39,33.0,48898.0,5030.58,5.1,0.63,4,4,-2.0,1,1,0,0.38016,0.05,0.617,0.523,16.91,0,1
1052,33,20.8,151082.0,4286.89,13.8,0.983,0,3,38.0,0,0,0,0.36501,0.048,2.351,1.824,52.71,1,0
1053,24,24.8,75244.0,3568.49,12.6,0.99,1,4,57.0,0,1,1,0.34227,0.048,1.967,2.326,50.56,1,0
1054,27,6.6,56729.0,3632.47,19.5,0.773,0,2,51.0,0,1,0,0.50583,0.078,1.764,1.562,39.24,1,0
1055,29,1.0,63426.0,9685.35,17.1,0.735,0,4,3.0,0,1,1,0.48923,0.06,2.301,2.292,50.69,1,0
1056,27,32.0,68712.0,32288.0,7.7,0.483,0,3,15.0,0,1,0,0.25439,0.075,1.734,1.293,30.52,1,0
1057,27,1.0,56273.0,2447.26,3.0,0.313,0,2,15.0,0,0,0,0.14434,0.105,0.583,0.756,24.52,0,1
1058,21,12.1,108020.0,1905.71,16.5,0.99,0,2,33.0,0,1,1,0.3864,0.078,1.982,2.417,49.57,1,0
1059,43,24.9,70472.0,6868.62,5.6,0.737,2,3,-17.0,0,1,1,0.34766,0.075,1.209,1.313,39.01,0,1
1060,40,36.9,118816.0,9076.89,10.0,0.48,4,2,-48.0,0,0,0,0.49315,0.005,0.653,0.772,22.11,0,1
1061,39,45.8,52498.0,2897.89,3.0,0.618,2,1,14.0,0,1,0,0.34687,0.075,0.508,0.469,16.65,0,1
1062,25,7.7,80786.0,11898.24,10.4,0.731,0,3,4.0,0,1,0,0.31539,0.06,2.408,1.896,50.65,0,1
1063,19,43.3,100150.0,18950.27,17.3,0.721,1,2,31.0,0,1,1,0.37075,0.03,2.21,2.079,42.65,1,0
1064,43,28.2,99420.0,2627.19,7.4,0.477,3,3,-25.0,0,1,1,0.34399,0.05,0.0,0.065,6.18,0,1
1065,30,66.2,196657.0,23014.72,2.5,0.457,0,5,37.0,0,1,0,0.19469,0.075,0.758,0.781,22.18,0,1
1066,44,5.0,54822.0,8169.07,3.8,0.42,0,3,33.0,0,1,0,0.17739,0.105,2.305,2.065,47.51,0,1
1067,36,74.0,137796.0,22791.92,4.1,0.642,3,4,55.0,0,1,0,0.22383,0.05,1.409,0.74,24.98,0,1
1068,44,31.5,36864.0,13364.64,9.2,0.592,0,1,8.0,0,1,0,0.34787,0.03,1.286,0.909,26.88,0,1
1069,23,15.3,72082.0,6781.26,15.3,0.677,0,2,82.0,0,0,1,0.44508,0.06,2.572,2.713,59.84,1,0
1070,56,38.8,185284.0,71500.74,6.4,0.483,0,4,52.0,0,1,0,0.24753,0.075,0.376,0.177,13.75,0,1
1071,57,22.9,75165.0,10404.97,1.0,0.459,0,2,32.0,0,1,1,0.20926,0.075,1.327,1.156,34.14,1,0
1072,22,41.1,70338.0,9933.76,12.2,0.658,3,4,-6.0,0,1,0,0.6026,0.005,1.194,0.706,24.52,1,0
1073,54,59.2,218333.0,10287.67,6.8,0.418,0,5,27.0,0,1,0,0.21878,0.075,0.944,1.051,30.39,1,0
1074,22,36.1,53189.0,1902.84,10.9,0.289,1,1,32.0,0,1,0,0.29237,0.03,0.723,0.471,15.95,1,0
1075,38,35.6,48627.0,12422.96,4.6,0.542,0,3,-9.0,0,0,0,0.25537,0.075,0.933,0.695,24.14,0,1
1076,48,54.3,121614.0,12762.45,8.9,0.505,0,4,42.0,0,1,0,0.33171,0.03,0.388,0.036,8.77,1,0
1077,39,50.1,53176.0,11049.29,9.1,0.588,1,2,-20.0,0,1,1,0.38796,0.03,1.142,0.927,26.8,0,1
1078,43,62.5,163253.0,6242.03,8.9,0.495,1,3,40.0,0,0,1,0.31128,0.03,1.599,1.43,34.35,1,0
1079,43,31.6,77832.0,3323.92,12.0,0.681,4,1,-3.0,0,1,1,0.55214,0.005,2.112,1.7,51.21,0,1
1080,39,63.2,162707.0,56954.07,11.0,0.418,0,3,37.0,0,1,0,0.24908,0.03,2.717,2.16,55.0,0,1
1081,38,16.8,67956.0,4606.42,11.2,0.867,2,3,44.0,0,1,0,0.43138,0.078,0.986,0.653,21.65,0,1
1082,32,1.0,58082.0,2348.85,6.8,0.533,2,2,20.0,0,0,0,0.33893,0.105,1.317,1.036,32.39,0,1
1083,25,19.8,32765.0,1767.0,5.8,0.497,0,1,23.0,0,1,0,0.26146,0.075,0.754,0.817,24.58,0,1
1084,46,5.6,65308.0,819.43,4.6,0.379,0,2,-17.0,0,1,0,0.30863,0.105,0.846,0.657,23.87,0,1
1085,35,41.5,60596.0,4708.3,9.1,0.353,1,2,9.0,0,1,0,0.30741,0.03,1.256,1.483,37.96,1,0
1086,48,41.0,43833.0,2495.69,9.2,0.404,3,1,2.0,0,0,0,0.44778,0.005,0.651,0.46,12.66,0,1
1087,44,32.2,57356.0,1115.61,6.9,0.288,3,3,14.0,0,1,0,0.37515,0.05,1.85,2.064,46.31,0,1
1088,29,19.1,55032.0,3059.45,3.0,0.419,1,2,2.0,0,1,0,0.29782,0.075,0.664,0.633,25.16,0,1
1089,48,49.9,222209.0,46690.8,4.8,0.631,1,5,58.0,0,1,0,0.22663,0.075,0.773,0.676,17.97,1,0
1090,50,54.1,103622.0,28086.75,10.0,0.594,0,5,33.0,0,0,0,0.23843,0.03,1.931,1.628,44.75,1,0
1091,40,39.3,83114.0,4852.4,19.7,0.99,0,1,63.0,0,1,0,0.38803,0.048,2.361,1.751,46.46,1,0
1092,41,22.7,53633.0,8200.74,3.5,0.472,2,2,-26.0,0,1,1,0.40989,0.075,0.817,0.984,25.26,0,1
1093,30,1.0,65373.0,2842.43,18.9,0.713,0,3,39.0,0,0,0,0.37451,0.06,2.764,2.574,56.4,0,1
1094,28,28.4,81898.0,4661.54,15.3,0.842,1,2,32.0,0,1,1,0.46285,0.048,1.315,1.972,50.28,1,0
1095,38,49.0,68006.0,12901.36,4.1,0.604,3,3,-1.0,1,1,0,0.42696,0.05,1.006,1.081,28.18,0,1
1096,58,81.9,137777.0,62693.28,9.3,0.628,2,5,11.0,0,1,0,0.31018,0.03,1.323,0.924,31.37,0,1
1097,29,28.5,83144.0,7523.65,18.5,0.883,1,3,12.0,0,1,1,0.51368,0.048,2.367,2.572,60.8,1,0
1098,32,36.4,51637.0,1934.4,3.6,0.306,1,1,-2.0,1,1,0,0.32085,0.075,0.357,0.334,17.47,0,1
1099,31,22.6,74908.0,4536.48,1.6,0.322,0,2,21.0,0,0,0,0.17889,0.075,1.294,1.116,30.03,1,0
