customer_id,week,post,treated,weekly_active_days,weekly_sessions,weekly_transactions
1844,-5,0,1,1.269,4.84,2.92
1845,-5,0,0,1.377,6.48,3.45
1846,-5,0,0,1.418,2.78,1.51
1847,-5,0,1,0.68,1.78,1.32
1848,-5,0,0,0.0,0.0,0.0
1849,-5,0,0,1.447,2.74,1.42
1850,-5,0,1,1.435,3.34,2.66
1851,-5,0,0,2.976,5.92,3.61
1852,-5,0,0,0.775,1.78,1.2
1853,-5,0,0,0.96,3.03,1.76
1854,-5,0,0,0.832,1.89,0.89
1855,-5,0,1,1.05,2.17,1.3
1856,-5,0,0,0.559,1.13,0.66
1857,-5,0,1,2.713,6.96,6.24
1858,-5,0,0,1.723,7.31,4.27
1859,-5,0,1,2.503,5.85,3.55
1860,-5,0,0,0.267,0.7,0.56
1861,-5,0,0,2.59,5.92,5.08
1862,-5,0,0,0.5,1.95,1.23
1863,-5,0,1,0.696,3.0,1.83
1864,-5,0,0,2.361,6.03,3.99
1865,-5,0,0,2.176,4.72,3.12
1866,-5,0,0,1.432,3.3,2.21
1867,-5,0,1,1.808,6.12,3.89
1868,-5,0,1,2.389,4.17,2.9
1869,-5,0,1,2.197,7.66,4.46
1870,-5,0,1,1.21,3.58,2.81
1871,-5,0,0,1.211,3.99,2.74
1872,-5,0,1,2.89,9.87,6.51
1873,-5,0,1,2.291,6.13,4.43
1874,-5,0,0,0.192,1.51,1.23
1875,-5,0,0,0.549,2.19,1.12
1876,-5,0,0,1.264,3.96,2.35
1877,-5,0,1,2.702,6.33,2.06
1878,-5,0,0,0.165,0.34,0.16
1879,-5,0,0,2.113,4.52,3.13
1880,-5,0,0,0.977,4.01,2.85
1881,-5,0,0,0.821,3.4,2.13
1882,-5,0,0,1.457,3.98,3.13
1883,-5,0,1,0.889,1.62,1.08
1884,-5,0,0,1.436,4.15,2.89
1885,-5,0,1,0.474,3.18,2.58
1886,-5,0,0,2.432,6.66,4.04
1887,-5,0,0,1.975,5.87,3.61
1888,-5,0,1,2.655,5.76,2.96
1889,-5,0,0,0.0,0.0,0.0
1890,-5,0,0,0.485,2.85,0.97
1891,-5,0,1,0.937,4.0,2.43
1892,-5,0,0,1.933,3.77,2.02
1893,-5,0,1,0.518,1.21,0.82
1894,-5,0,1,1.138,3.21,2.37
1895,-5,0,1,1.225,3.39,2.31
1896,-5,0,0,2.812,5.37,3.23
1897,-5,0,1,0.336,0.59,0.42
1898,-5,0,0,1.7,5.94,4.14
1899,-5,0,1,2.675,11.88,8.04
1900,-5,0,0,2.306,4.63,3.29
1901,-5,0,0,0.67,1.44,1.14
1902,-5,0,0,2.275,4.13,2.56
1903,-5,0,0,0.434,2.63,1.77
1904,-5,0,1,2.026,5.81,3.63
1905,-5,0,0,0.123,0.29,0.26
1906,-5,0,0,0.359,0.72,0.44
1907,-5,0,0,0.115,1.29,0.84
1908,-5,0,1,3.219,7.48,4.25
1909,-5,0,0,0.466,4.11,2.85
1910,-5,0,0,0.86,2.61,1.71
1911,-5,0,0,2.141,4.17,2.23
1912,-5,0,0,1.397,4.41,2.19
1913,-5,0,0,0.061,0.15,0.08
1914,-5,0,0,1.98,5.78,4.37
1915,-5,0,0,2.471,6.97,4.21
1916,-5,0,1,2.721,6.46,3.86
1917,-5,0,1,0.0,2.0,0.94
1918,-5,0,0,0.839,2.79,1.69
1919,-5,0,0,1.513,3.06,2.29
1920,-5,0,0,0.0,0.0,0.0
1921,-5,0,0,2.186,5.46,3.83
1922,-5,0,0,0.422,1.74,1.11
1923,-5,0,0,0.427,0.95,0.42
1924,-5,0,0,1.13,1.91,1.03
1925,-5,0,0,1.011,4.27,2.75
1926,-5,0,1,2.266,5.43,2.49
1927,-5,0,0,1.704,5.14,2.89
1928,-5,0,0,2.913,8.25,4.95
1929,-5,0,0,2.915,6.73,4.71
1930,-5,0,1,0.414,1.63,0.83
1931,-5,0,0,0.0,1.0,0.69
1932,-5,0,0,0.412,2.91,2.28
1933,-5,0,1,1.21,4.63,2.6
1934,-5,0,0,0.888,1.68,0.72
1935,-5,0,1,0.784,2.41,1.77
1936,-5,0,1,1.842,5.27,3.35
1937,-5,0,1,1.885,5.33,3.33
1938,-5,0,0,0.197,2.39,1.51
1939,-5,0,1,1.88,4.34,2.54
1940,-5,0,1,3.25,7.4,3.87
1941,-5,0,0,2.135,8.41,5.53
1942,-5,0,1,1.885,3.56,1.92
1943,-5,0,1,1.704,5.87,3.48
1944,-5,0,1,2.274,3.35,1.86
1945,-5,0,1,2.056,3.61,2.15
1946,-5,0,1,1.864,4.77,3.17
1947,-5,0,1,2.071,6.06,4.0
1948,-5,0,0,0.0,1.0,0.67
1949,-5,0,0,2.441,6.61,4.57
1950,-5,0,0,0.401,1.09,0.5
1951,-5,0,0,1.164,3.99,3.45
1952,-5,0,0,1.158,5.34,3.39
1953,-5,0,1,0.0,0.0,0.0
1954,-5,0,0,0.694,2.07,1.24
1955,-5,0,0,0.0,1.0,0.77
1956,-5,0,0,1.658,6.38,4.95
1957,-5,0,1,0.24,2.59,1.86
1958,-5,0,0,2.961,7.45,4.28
1959,-5,0,0,1.6,4.38,2.74
1960,-5,0,1,2.654,5.2,3.15
1961,-5,0,1,3.14,8.0,5.4
1962,-5,0,0,1.346,3.18,2.31
1963,-5,0,0,1.676,5.44,4.13
1964,-5,0,1,2.867,6.68,3.84
1965,-5,0,0,0.893,1.72,1.31
1966,-5,0,0,1.105,3.35,1.86
1967,-5,0,0,1.305,3.51,2.67
1968,-5,0,1,1.427,4.05,2.57
1969,-5,0,0,1.52,6.32,4.95
1970,-5,0,0,1.715,4.6,2.36
1971,-5,0,0,1.806,6.33,3.4
1972,-5,0,0,3.222,6.32,4.15
1973,-5,0,0,2.83,10.69,7.86
1974,-5,0,0,1.898,6.42,4.19
1975,-5,0,0,2.694,6.49,3.93
1976,-5,0,1,2.932,7.1,5.25
1977,-5,0,0,1.714,3.62,3.82
1978,-5,0,1,0.0,0.0,0.0
1979,-5,0,0,0.865,1.64,1.1
1980,-5,0,0,2.177,5.82,3.9
1981,-5,0,0,0.83,5.43,3.48
1982,-5,0,0,1.941,4.86,3.12
1983,-5,0,0,0.478,2.69,1.86
1984,-5,0,0,1.828,4.76,2.96
1985,-5,0,1,2.674,4.91,2.93
1986,-5,0,0,2.672,6.24,2.93
1987,-5,0,1,3.28,9.44,6.97
1988,-5,0,0,1.649,5.75,4.25
1989,-5,0,1,1.22,3.91,3.24
1990,-5,0,1,2.686,8.5,6.12
1991,-5,0,0,2.986,6.58,3.34
1992,-5,0,0,0.595,0.84,0.6
1993,-5,0,1,0.911,5.27,3.23
1994,-5,0,1,2.668,7.46,4.44
1995,-5,0,0,2.828,6.27,3.42
1996,-5,0,1,1.296,3.15,1.89
1997,-5,0,0,3.137,10.76,6.81
1998,-5,0,0,1.587,8.14,5.42
1999,-5,0,0,1.335,4.36,3.15
2000,-5,0,1,1.988,3.71,2.57
2001,-5,0,0,0.819,2.57,1.67
2002,-5,0,1,2.156,7.13,3.16
2003,-5,0,1,0.0,0.0,0.0
2004,-5,0,1,2.463,3.8,2.84
2005,-5,0,0,2.367,4.97,2.88
2006,-5,0,0,1.558,3.8,2.25
2007,-5,0,0,1.651,5.87,4.29
2008,-5,0,0,1.948,6.64,3.98
2009,-5,0,1,2.0,5.8,3.72
2010,-5,0,1,1.515,6.37,4.12
2011,-5,0,0,3.772,8.42,3.24
2012,-5,0,0,1.289,3.91,2.68
2013,-5,0,1,0.334,0.88,0.51
2014,-5,0,0,0.0,2.0,1.04
2015,-5,0,0,2.465,7.94,5.82
2016,-5,0,1,1.392,4.8,3.5
2017,-5,0,1,2.268,5.28,3.07
2018,-5,0,0,1.814,7.33,4.89
2019,-5,0,0,0.559,0.78,0.56
2020,-5,0,0,1.511,5.34,4.62
2021,-5,0,0,1.962,5.83,3.14
2022,-5,0,1,1.156,3.22,1.55
2023,-5,0,0,0.588,2.22,1.41
2024,-5,0,0,2.777,7.49,5.32
2025,-5,0,0,1.79,3.73,1.79
2026,-5,0,0,2.567,6.99,5.66
2027,-5,0,0,1.896,3.8,2.34
2028,-5,0,0,2.124,4.89,3.02
2029,-5,0,0,0.381,2.72,1.77
2030,-5,0,0,1.673,3.44,1.83
2031,-5,0,0,2.3,5.32,2.71
2032,-5,0,0,1.051,2.25,1.13
2033,-5,0,0,1.363,2.54,1.74
2034,-5,0,0,0.0,2.0,1.61
2035,-5,0,1,1.779,4.98,2.56
2036,-5,0,0,2.376,7.63,6.32
2037,-5,0,0,1.696,6.66,4.65
2038,-5,0,0,1.176,3.27,1.89
2039,-5,0,0,2.574,5.83,3.63
2040,-5,0,0,0.255,0.46,0.31
2041,-5,0,0,2.398,7.63,5.14
2042,-5,0,0,1.264,4.36,2.97
2043,-5,0,1,0.926,2.31,1.09
2044,-5,0,0,0.0,3.0,1.83
2045,-5,0,0,1.75,5.52,2.03
2046,-5,0,0,1.387,2.99,2.37
2047,-5,0,0,2.89,7.06,5.3
2048,-5,0,0,2.25,6.08,4.26
2049,-5,0,0,2.956,8.08,4.65
2050,-5,0,1,0.186,2.49,1.77
2051,-5,0,0,1.099,3.88,2.93
2052,-5,0,1,1.758,3.22,1.89
2053,-5,0,0,1.316,4.04,2.56
2054,-5,0,1,0.932,3.8,2.69
2055,-5,0,1,1.39,2.71,1.56
2056,-5,0,0,1.272,4.76,2.58
2057,-5,0,0,0.0,0.0,0.0
2058,-5,0,0,0.801,2.83,1.93
2059,-5,0,0,1.949,5.47,3.52
2060,-5,0,0,2.565,4.23,4.2
2061,-5,0,1,0.618,3.09,2.03
2062,-5,0,1,1.003,2.73,1.82
2063,-5,0,1,2.371,4.48,2.05
2064,-5,0,1,2.327,6.75,3.61
2065,-5,0,1,1.561,3.54,2.41
2066,-5,0,1,0.743,1.92,0.84
2067,-5,0,1,0.406,0.95,0.55
2068,-5,0,0,0.368,1.8,1.25
2069,-5,0,0,1.178,2.46,1.37
2070,-5,0,0,2.173,6.16,3.53
2071,-5,0,1,0.63,3.28,2.4
2072,-5,0,0,1.409,4.22,3.0
2073,-5,0,1,1.922,4.38,2.7
2074,-5,0,1,1.726,4.48,3.48
2075,-5,0,0,1.945,6.02,4.06
2076,-5,0,1,0.0,2.0,1.39
2077,-5,0,1,1.592,5.58,4.47
2078,-5,0,0,2.168,5.18,3.51
2079,-5,0,0,1.93,6.19,3.61
2080,-5,0,1,1.683,4.19,3.31
2081,-5,0,0,0.552,3.33,2.23
2082,-5,0,1,2.765,5.55,2.31
2083,-5,0,1,0.172,0.38,0.23
2084,-5,0,0,1.862,5.08,3.82
2085,-5,0,1,1.053,2.43,1.85
2086,-5,0,0,1.739,2.96,2.6
2087,-5,0,1,0.256,0.52,0.35
2088,-5,0,1,1.187,3.66,2.55
2089,-5,0,1,1.474,5.31,3.92
2090,-5,0,0,1.358,5.85,3.33
2091,-5,0,1,1.365,3.0,2.43
2092,-5,0,1,1.194,4.54,1.57
2093,-5,0,0,0.081,1.15,0.6
2094,-5,0,1,1.721,3.52,2.92
2095,-5,0,0,1.053,2.74,1.78
2096,-5,0,0,1.399,3.83,2.28
2097,-5,0,1,2.028,5.01,4.49
2098,-5,0,1,2.573,5.67,4.07
2099,-5,0,0,2.578,7.33,4.97
2100,-5,0,1,2.144,4.22,3.03
2101,-5,0,0,0.0,1.0,0.54
2102,-5,0,0,4.3,10.67,6.48
2103,-5,0,0,0.989,3.34,1.62
2104,-5,0,1,0.084,0.17,0.13
2105,-5,0,1,0.962,2.99,1.86
2106,-5,0,0,0.0,1.0,0.64
2107,-5,0,1,0.0,2.0,1.43
2108,-5,0,1,1.168,3.21,1.95
2109,-5,0,0,2.287,5.42,3.1
2110,-5,0,1,2.335,7.3,4.7
2111,-5,0,0,2.322,5.87,4.05
2112,-5,0,0,0.0,0.0,0.0
2113,-5,0,0,2.147,4.59,2.3
2114,-5,0,0,0.0,0.0,0.0
2115,-5,0,0,2.318,7.05,5.36
2116,-5,0,1,0.704,4.34,3.19
2117,-5,0,0,0.741,1.41,0.93
2118,-5,0,1,1.93,5.17,3.24
2119,-5,0,1,0.44,0.89,0.62
2120,-5,0,0,1.373,2.74,1.78
2121,-5,0,1,2.023,5.05,2.46
2122,-5,0,0,1.495,2.44,1.55
2123,-5,0,1,1.808,4.66,3.19
2124,-5,0,1,3.266,8.55,5.31
2125,-5,0,0,1.901,2.85,1.81
2126,-5,0,0,2.154,5.08,3.07
2127,-5,0,1,3.17,9.13,7.02
2128,-5,0,0,0.721,2.91,1.97
2129,-5,0,1,1.987,5.17,3.47
2130,-5,0,0,4.515,10.0,6.01
2131,-5,0,0,2.914,6.76,5.17
2132,-5,0,1,1.259,2.5,1.31
2133,-5,0,0,0.59,0.94,0.51
2134,-5,0,0,0.025,0.05,0.04
2135,-5,0,1,0.402,2.95,1.79
2136,-5,0,0,1.601,4.85,3.15
2137,-5,0,1,1.869,3.42,2.83
2138,-5,0,1,0.961,1.33,0.98
2139,-5,0,1,0.346,1.7,1.12
2140,-5,0,0,1.776,4.93,2.49
2141,-5,0,1,0.207,4.5,2.58
2142,-5,0,0,0.0,0.0,0.0
2143,-5,0,0,1.788,4.73,2.41
2144,-5,0,0,0.721,1.52,1.03
2145,-5,0,1,0.206,1.45,1.17
2146,-5,0,0,0.824,3.39,2.2
2147,-5,0,0,1.11,3.74,1.38
2148,-5,0,0,0.754,1.9,1.41
2149,-5,0,0,0.149,1.22,0.7
2150,-5,0,1,2.592,5.77,2.75
2151,-5,0,1,0.324,1.71,1.07
2152,-5,0,0,2.273,7.79,5.81
2153,-5,0,1,0.373,1.81,1.09
2154,-5,0,1,1.918,4.16,3.04
2155,-5,0,0,2.227,6.06,4.66
2156,-5,0,0,0.772,3.5,2.09
2157,-5,0,0,3.541,6.23,5.24
2158,-5,0,0,0.0,1.0,0.76
2159,-5,0,0,1.123,3.18,2.26
2160,-5,0,1,2.791,8.87,6.52
2161,-5,0,0,0.0,1.0,0.63
2162,-5,0,0,3.672,8.44,5.58
2163,-5,0,0,0.358,1.66,0.78
2164,-5,0,0,1.679,4.19,2.42
2165,-5,0,0,1.687,4.28,2.62
2166,-5,0,1,3.501,7.29,6.18
2167,-5,0,0,1.867,4.5,3.46
2168,-5,0,0,0.983,2.7,1.73
2169,-5,0,0,0.393,1.79,1.18
2170,-5,0,0,1.472,2.95,1.82
2171,-5,0,0,0.0,1.0,0.69
2172,-5,0,1,3.183,7.92,5.88
2173,-5,0,0,1.682,5.77,3.76
2174,-5,0,0,1.708,4.96,3.11
2175,-5,0,1,1.051,2.18,1.32
2176,-5,0,0,1.501,4.45,2.6
2177,-5,0,1,2.679,7.56,4.73
2178,-5,0,1,1.91,7.91,5.74
2179,-5,0,0,1.984,3.74,2.82
2180,-5,0,0,1.469,3.77,1.75
2181,-5,0,0,1.523,6.05,3.57
2182,-5,0,0,0.896,3.59,2.02
2183,-5,0,0,0.609,1.03,0.6
2184,-5,0,1,1.84,8.76,5.69
2185,-5,0,0,0.0,0.0,0.0
2186,-5,0,1,1.802,7.98,5.49
2187,-5,0,0,0.591,2.28,1.64
2188,-5,0,1,1.126,6.25,4.76
2189,-5,0,1,4.121,11.44,6.76
2190,-5,0,1,0.0,1.0,0.78
2191,-5,0,0,2.653,5.57,3.47
2192,-5,0,0,0.0,0.0,0.0
2193,-5,0,0,1.085,2.43,1.31
2194,-5,0,0,3.396,6.07,4.14
2195,-5,0,0,0.767,1.49,0.71
2196,-5,0,1,1.243,3.61,2.33
2197,-5,0,0,2.303,7.98,4.9
2198,-5,0,0,0.908,2.42,1.47
2199,-5,0,0,0.825,2.88,1.43
2200,-5,0,0,0.967,2.31,1.44
2201,-5,0,0,1.342,5.64,4.33
2202,-5,0,1,0.914,1.53,1.34
2203,-5,0,0,0.369,1.64,1.03
2204,-5,0,0,3.167,7.89,4.99
2205,-5,0,0,0.886,1.47,1.07
2206,-5,0,1,1.542,5.81,4.79
2207,-5,0,1,1.111,4.48,3.39
2208,-5,0,1,1.984,8.22,6.16
2209,-5,0,1,1.676,3.77,2.78
2210,-5,0,1,2.471,7.12,3.09
2211,-5,0,1,1.075,1.39,0.57
2212,-5,0,0,0.389,0.87,0.61
2213,-5,0,0,0.0,0.0,0.0
2214,-5,0,1,1.633,3.75,1.45
2215,-5,0,0,0.908,2.46,1.53
2216,-5,0,0,0.173,1.36,0.73
2217,-5,0,0,1.945,3.47,1.8
2218,-5,0,0,1.18,3.96,3.45
2219,-5,0,1,0.47,3.01,1.95
2220,-5,0,0,2.98,8.08,4.18
2221,-5,0,1,1.928,4.25,2.61
2222,-5,0,0,1.461,2.5,2.2
2223,-5,0,1,2.02,5.11,3.35
2224,-5,0,0,1.873,5.74,2.78
2225,-5,0,0,0.94,2.57,2.21
2226,-5,0,1,0.442,4.1,2.92
2227,-5,0,0,1.22,4.22,3.11
2228,-5,0,0,0.237,3.44,2.22
2229,-5,0,0,2.516,4.54,2.94
2230,-5,0,1,2.923,6.28,4.53
2231,-5,0,0,1.344,5.16,3.7
2232,-5,0,0,2.28,7.11,4.57
2233,-5,0,0,1.493,2.87,1.73
2234,-5,0,0,0.361,0.82,0.61
2235,-5,0,1,0.361,3.83,2.79
2236,-5,0,1,1.191,2.28,1.29
2237,-5,0,0,2.415,4.65,3.14
2238,-5,0,0,0.907,1.91,1.19
2239,-5,0,0,2.275,4.89,2.22
2240,-5,0,0,1.205,6.23,2.54
2241,-5,0,1,1.079,2.16,1.3
2242,-5,0,0,4.101,10.06,4.78
2243,-5,0,1,2.48,6.32,4.83
2244,-5,0,1,1.551,5.37,3.22
2245,-5,0,1,1.031,2.88,1.9
2246,-5,0,0,2.055,6.41,5.8
2247,-5,0,1,3.33,8.52,4.87
2248,-5,0,0,0.0,1.0,0.59
2249,-5,0,0,0.0,1.0,0.78
2250,-5,0,1,1.444,4.18,2.69
2251,-5,0,0,1.242,2.14,1.59
2252,-5,0,1,1.078,2.35,1.47
2253,-5,0,0,1.883,5.73,4.04
2254,-5,0,0,1.186,4.69,3.59
2255,-5,0,1,1.893,10.4,7.91
2256,-5,0,1,1.5,3.02,1.74
2257,-5,0,1,0.13,0.27,0.12
2258,-5,0,0,1.309,3.42,1.9
2259,-5,0,1,2.573,4.76,2.77
2260,-5,0,0,1.359,3.06,2.24
2261,-5,0,1,1.835,4.35,2.99
2262,-5,0,0,0.835,2.59,1.88
2263,-5,0,0,1.058,2.07,1.52
2264,-5,0,1,0.645,2.67,1.83
2265,-5,0,1,2.619,6.68,4.28
2266,-5,0,1,3.636,6.8,4.04
2267,-5,0,0,0.974,2.52,1.41
2268,-5,0,0,1.595,3.07,2.01
2269,-5,0,0,0.911,1.9,1.09
2270,-5,0,0,1.117,4.66,2.74
2271,-5,0,1,2.672,7.48,5.05
2272,-5,0,0,0.662,1.54,1.0
2273,-5,0,0,1.23,4.15,2.11
2274,-5,0,0,0.248,3.44,1.53
2275,-5,0,0,1.752,5.85,3.32
2276,-5,0,0,2.261,5.24,3.95
2277,-5,0,0,0.745,1.43,0.94
2278,-5,0,0,1.548,4.33,3.15
2279,-5,0,0,2.096,6.78,4.56
2280,-5,0,0,2.251,6.21,4.25
2281,-5,0,0,3.635,5.63,3.85
2282,-5,0,1,2.127,4.39,2.28
2283,-5,0,0,1.512,5.25,2.8
2284,-5,0,0,1.815,4.91,3.76
2285,-5,0,1,1.209,2.7,1.9
2286,-5,0,0,2.262,6.02,3.47
2287,-5,0,0,0.515,1.9,1.18
2288,-5,0,0,0.628,2.28,1.55
2289,-5,0,0,2.794,6.18,3.91
2290,-5,0,0,0.0,1.0,0.92
2291,-5,0,0,1.994,5.72,3.82
2292,-5,0,1,0.146,2.32,1.54
2293,-5,0,0,1.494,3.21,2.19
2294,-5,0,0,0.886,2.7,1.89
2295,-5,0,1,3.286,8.49,4.85
2296,-5,0,1,2.835,11.02,6.71
2297,-5,0,0,0.875,3.58,2.55
2298,-5,0,0,3.022,6.62,4.93
2299,-5,0,0,2.576,5.35,3.66
2300,-5,0,0,0.0,0.0,0.0
2301,-5,0,0,0.53,1.04,0.74
2302,-5,0,1,2.59,6.77,4.82
2303,-5,0,1,1.064,2.7,1.7
2304,-5,0,1,0.62,0.98,0.57
2305,-5,0,0,2.026,5.45,4.24
2306,-5,0,1,2.296,4.84,2.99
2307,-5,0,1,1.371,3.53,2.77
2308,-5,0,0,4.104,8.48,4.64
2309,-5,0,1,0.664,3.52,2.26
2310,-5,0,0,1.343,4.7,4.04
2311,-5,0,0,1.587,3.93,3.76
2312,-5,0,0,1.727,3.09,1.91
2313,-5,0,1,1.707,6.6,4.26
2314,-5,0,0,2.126,5.46,4.17
2315,-5,0,0,2.188,4.91,2.79
2316,-5,0,1,2.415,4.9,2.87
2317,-5,0,0,3.238,8.17,4.62
2318,-5,0,0,0.822,1.56,1.28
2319,-5,0,0,2.934,4.74,2.99
2320,-5,0,0,2.114,4.41,2.76
2321,-5,0,0,2.722,6.31,4.19
2322,-5,0,1,2.598,5.47,3.33
2323,-5,0,1,0.015,3.04,1.95
2324,-5,0,0,1.382,3.78,2.61
2325,-5,0,0,2.52,6.37,2.78
2326,-5,0,0,0.477,2.05,1.17
2327,-5,0,0,2.024,6.45,4.48
2328,-5,0,0,1.336,1.96,1.19
2329,-5,0,0,0.125,0.24,0.16
2330,-5,0,0,0.563,2.28,1.19
2331,-5,0,1,0.551,2.16,1.14
2332,-5,0,1,1.248,2.18,1.27
2333,-5,0,1,1.051,3.0,1.92
2334,-5,0,1,2.877,8.19,5.16
2335,-5,0,0,2.439,5.2,3.0
2336,-5,0,0,1.297,4.95,3.68
2337,-5,0,0,0.0,1.0,0.6
2338,-5,0,1,1.519,3.35,1.92
2339,-5,0,1,0.133,2.29,1.23
2340,-5,0,1,2.569,5.91,4.01
2341,-5,0,1,0.834,4.04,2.75
2342,-5,0,0,1.692,5.25,4.18
2343,-5,0,1,1.694,5.95,3.57
2344,-5,0,1,2.321,6.59,4.42
2345,-5,0,0,0.626,3.45,2.84
2346,-5,0,1,2.1,5.61,3.75
2347,-5,0,0,1.946,3.35,2.09
2348,-5,0,0,1.209,3.11,1.97
2349,-5,0,0,0.97,4.23,3.34
2350,-5,0,1,2.618,4.52,3.41
2351,-5,0,0,2.01,4.05,1.85
2352,-5,0,0,0.0,2.0,1.4
2353,-5,0,0,1.186,5.81,3.53
2354,-5,0,1,2.311,4.53,3.12
2355,-5,0,0,1.369,4.94,3.22
2356,-5,0,0,1.219,2.62,1.79
2357,-5,0,0,0.63,3.14,1.82
2358,-5,0,0,0.781,3.82,1.81
2359,-5,0,1,1.179,2.48,0.97
2360,-5,0,1,0.265,3.61,1.74
2361,-5,0,0,1.027,2.89,2.35
2362,-5,0,0,1.143,3.57,2.83
2363,-5,0,1,0.847,1.94,1.52
2364,-5,0,1,2.343,5.47,2.44
2365,-5,0,0,0.938,1.81,1.35
2366,-5,0,0,1.794,3.13,2.25
2367,-5,0,1,1.417,3.54,1.81
2368,-5,0,1,1.21,4.32,3.37
2369,-5,0,0,1.128,2.37,1.63
2370,-5,0,0,0.75,3.71,3.18
2371,-5,0,0,1.122,3.49,2.8
2372,-5,0,1,1.638,4.9,2.51
2373,-5,0,0,0.625,1.21,0.78
2374,-5,0,0,2.223,3.76,2.54
2375,-5,0,1,1.591,2.78,1.79
2376,-5,0,0,1.616,4.96,4.02
2377,-5,0,1,2.125,4.08,2.2
2378,-5,0,0,2.024,5.92,3.98
2379,-5,0,1,2.633,5.47,2.93
2380,-5,0,0,1.701,3.7,2.51
2381,-5,0,1,0.738,1.87,1.22
2382,-5,0,1,2.169,4.66,3.56
2383,-5,0,1,2.886,7.26,6.34
2384,-5,0,0,3.528,7.44,3.99
2385,-5,0,1,1.659,3.65,2.8
2386,-5,0,0,0.196,1.45,1.14
2387,-5,0,0,0.0,0.0,0.0
2388,-5,0,1,2.047,5.22,3.65
2389,-5,0,1,1.101,5.28,4.37
2390,-5,0,0,1.623,2.83,1.66
2391,-5,0,1,0.154,2.34,1.59
2392,-5,0,0,2.519,6.02,3.38
2393,-5,0,1,2.536,6.18,3.91
2394,-5,0,1,2.449,4.17,3.1
2395,-5,0,1,1.167,2.78,1.34
2396,-5,0,1,0.518,1.3,0.95
2397,-5,0,0,2.854,8.33,5.29
2398,-5,0,1,0.575,1.34,0.89
2399,-5,0,1,3.193,5.8,3.9
2400,-5,0,0,0.728,1.28,0.98
2401,-5,0,1,2.872,9.78,8.35
2402,-5,0,0,0.0,1.0,0.73
2403,-5,0,1,0.382,1.97,1.48
2404,-5,0,0,1.008,2.27,1.92
2405,-5,0,0,1.339,1.99,1.21
2406,-5,0,0,2.662,7.26,5.19
2407,-5,0,1,0.871,3.15,2.31
2408,-5,0,0,0.986,2.85,2.05
2409,-5,0,0,1.303,2.77,2.05
2410,-5,0,1,2.667,4.82,5.01
2411,-5,0,1,0.0,1.0,0.45
2412,-5,0,1,0.0,1.0,0.74
2413,-5,0,1,3.041,6.56,3.84
2414,-5,0,0,1.283,3.78,2.71
2415,-5,0,0,1.099,5.44,3.28
2416,-5,0,1,4.789,9.71,5.94
2417,-5,0,1,2.954,7.23,6.11
2418,-5,0,1,1.892,6.28,4.88
2419,-5,0,0,2.666,5.95,4.05
2420,-5,0,0,0.257,0.59,0.28
2421,-5,0,1,1.464,7.13,5.28
2422,-5,0,0,2.163,4.93,3.81
2423,-5,0,0,2.142,6.2,3.45
2424,-5,0,1,2.771,7.02,5.93
2425,-5,0,1,0.624,0.83,0.52
2426,-5,0,0,0.0,2.0,1.24
2427,-5,0,0,2.468,4.91,3.21
2428,-5,0,1,1.814,5.05,4.43
2429,-5,0,1,0.716,2.53,1.26
2430,-5,0,1,0.597,1.41,0.87
2431,-5,0,0,0.371,0.59,0.44
2432,-5,0,0,1.118,3.02,2.21
2433,-5,0,1,1.045,2.21,1.18
2434,-5,0,0,2.189,6.21,3.55
2435,-5,0,1,1.534,6.11,4.05
2436,-5,0,0,0.291,1.73,1.27
2437,-5,0,0,1.154,4.48,3.86
2438,-5,0,1,1.78,5.08,3.44
2439,-5,0,0,2.331,5.59,4.21
2440,-5,0,1,0.155,0.39,0.17
2441,-5,0,1,2.816,8.39,4.81
2442,-5,0,1,2.39,7.2,4.62
2443,-5,0,1,1.338,2.61,1.48
2444,-5,0,1,1.258,2.8,2.08
2445,-5,0,0,0.614,1.13,0.72
2446,-5,0,1,0.081,0.17,0.06
2447,-5,0,0,0.109,1.18,0.64
2448,-5,0,0,1.514,3.64,2.29
2449,-5,0,0,1.422,4.85,2.38
2450,-5,0,0,1.298,3.13,2.13
2451,-5,0,0,2.434,7.79,5.2
2452,-5,0,0,0.749,3.83,3.18
2453,-5,0,0,0.283,2.54,1.72
2454,-5,0,0,1.061,3.75,2.78
2455,-5,0,0,0.855,1.99,1.19
2456,-5,0,1,0.0,2.0,0.82
2457,-5,0,0,0.473,1.98,1.21
2458,-5,0,0,1.951,5.24,2.34
2459,-5,0,1,2.863,7.26,3.76
2460,-5,0,0,0.372,1.04,0.74
2461,-5,0,1,0.389,0.72,0.51
2462,-5,0,0,1.546,4.23,3.3
2463,-5,0,1,2.655,6.33,4.16
2464,-5,0,0,1.783,5.62,3.72
2465,-5,0,0,2.024,5.49,3.92
2466,-5,0,0,0.293,0.63,0.28
2467,-5,0,0,0.883,4.1,3.44
2468,-5,0,0,2.117,4.95,2.38
2469,-5,0,1,1.249,3.79,1.97
2470,-5,0,1,0.923,2.26,1.5
2471,-5,0,0,1.734,6.04,3.45
2472,-5,0,0,1.238,3.7,2.17
2473,-5,0,0,0.91,1.83,1.4
2474,-5,0,0,0.456,1.99,1.23
2475,-5,0,0,0.952,3.18,1.73
2476,-5,0,0,2.377,5.59,3.53
2477,-5,0,1,0.848,2.83,1.83
